영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Norderney Airfield,노르데니 비행장,NRD,EDWY,유럽,Germany,독일,Norderney
Namrole Airport,남롤 공항,NRE,WAPG,아시아태평양,Indonesia,인도네시아,NamroleBuru
Norrkping Airport,노르셰핑 공항,NRK,ESSP,유럽,Sweden,스웨덴,Norrkping
North Ronaldsay Airport,노스 로날드세이 공항,NRL,EGEN,유럽,United Kingdom,영국,North Ronaldsay
Weeze Airport,위즈 공항,NRN,EDLV,유럽,Germany,독일,Weeze
Jose Aponte de la Torre Airport,호세 아폰테 데 라 토레 공항,NRR,TJRV,중남미,Puerto Rico,푸에르토리코,Ceiba
Narita International Airport,나리타 국제공항,NRT,RJAA,아시아태평양,Japan,일본,Tokyo
North Seaplane Base,북쪽 수상비행기 기지,NSB,,중남미,Bahamas,바하마,Bimini
Noshahr Airport,노샤르 공항,NSH,OINN,중동아프리카,Iran,이란,Nowshahr
Yaounde Nsimalen International Airport,야운데 은시말렌 국제공항,NSI,FKYS,중동아프리카,Cameroon,카메룬,Yaounde
Alykel Airport,알리켈 공항,NSK,UOOO,유럽,Russia,러시아,Norilsk
Nelson Airport,넬슨 공항,NSN,NZNS,아시아태평양,New Zealand,뉴질랜드,Nelson
Nakhon Si Thammarat Airport,나콘시탐마랏 공항,NST,VTSF,아시아태평양,Thailand,태국,Nakhon Si Thammarat
Naval Air Station Sigonella,해군 비행장 시고넬라,NSY,LICZ,유럽,Italy,이탈리아,Catania
Notodden Airport Tuven,노토덴 공항,NTB,ENNO,유럽,Norway,노르웨이,Notodden
Nantes Atlantique Airport,낭트 아틀란티크 공항,NTE,LFRS,유럽,France,프랑스,Nantes
Nantong Xingdong Airport,난퉁 싱둥 공항,NTG,ZSNT,아시아태평양,China,중국,Nantong
Newcastle Airport,뉴캐슬 공항,NTL,YWLM,대양주,Australia,오스트레일리아,Newcastle
Normanton Airport,노먼턴 공항,NTN,YNTN,대양주,Australia,오스트레일리아,Normanton
Noto Airport,노토 공항,NTQ,RJNW,아시아태평양,Japan,일본,Wajima
Del Norte International Airport,델 노르테 국제공항,NTR,MMAN,중남미,Mexico,멕시코,Monterrey
Niuatoputapu Airport,니우아토푸타푸 공항,NTT,NFTP,아시아태평양,Tonga,통가,Niuatoputapu
Ranai Airport,라나이 공항,NTX,WION,아시아태평양,Indonesia,인도네시아,Natuna Islands
Pilanesberg International Airport,필라네스버그 국제 공항,NTY,FAPN,중동아프리카,South Africa,남아프리카,Sun City
Gregory Lake Seaplane Base,그레고리 호수 수상비행기 기지,NUA,,아시아태평양,Sri Lanka,스리랑카,Nuwara Eliya
Nuremberg Airport,뉘른베르크 공항,NUE,EDDN,유럽,Germany,독일,Nuremberg
Castlereigh Reservoir Seaplane Base,캐슬레이 저수지 수상비행기 기지,NUF,,아시아태평양,Sri Lanka,스리랑카,Hatton
Nuiqsut Airport,누이크수트 공항,NUI,PAQT,북미캐나다,United States,미국,Nuiqsut
Nukutavake Airport,누쿠타바케 공항,NUK,NTGW,아시아태평양,French Polynesia,프랑스령 폴리네시아,Nukutavake
Nulato Airport,눌라토 공항,NUL,,북미캐나다,United States,미국,Nulato
Neom Bay Airport,네옴 베이 공항,NUM,,중동아프리카,Saudi Arabia,사우디아라비아,NeomBay
Nunapitchuk Airport,누나피추크 공항,NUP,PPIT,북미캐나다,United States,미국,Nunapitchuk
Norsup Airport,노르섭 공항,NUS,NVSP,아시아태평양,Vanuatu,바누아투,Norsup
Nakuru Airport,나쿠루 공항,NUU,HKNK,중동아프리카,Kenya,케냐,Nakuru
Novy Urengoy Airport,노비 우렝고이 공항,NUX,USMU,유럽,Russia,러시아,Novy Urengoy
Benito Salas Airport,베니토 살라스 공항,NVA,SKNV,중남미,Colombia,콜롬비아,Neiva
Navoiy International Airport,나보이 국제공항,NVI,UTSA,아시아태평양,Uzbekistan,우즈베키스탄,Navoiy
Narvik Airport Framnes,나르비크 공항 프람네스,NVK,ENNK,유럽,Norway,노르웨이,Narvik
Navegantes Ministro Victor Konder International Airport,나베간테스 미니스트로 빅토르 콘데르 국제공항,NVT,SBNF,중남미,Brazil,브라질,Navegantes
Moheli Bandar Es Eslam Airport,모헬리 반다르에스에스에스슬람 공항,NWA,FMCI,중동아프리카,Comoros,코모로,Moheli
Norwich International Airport,노리치 국제 공항,NWI,EGSH,유럽,United Kingdom,영국,Norwich
Nyagan Airport,냐간 공항,NYA,USHN,유럽,Russia,러시아,Nyagan
Sunyani Airport,쑤냐니 공항,NYI,DGSN,중동아프리카,Ghana,가나,Sunyani
Nanyuki Airport,난유키 공항,NYK,HKNY,중동아프리카,Kenya,케냐,Nanyuki
Nadym Airport,나딤 공항,NYM,USMM,유럽,Russia,러시아,Nadym
Stockholm Skavsta Airport,스톡홀름 스카브스타 공항,NYO,ESKN,유럽,Sweden,스웨덴,Skavsta
Nyurba Airport,뉘르바 공항,NYR,,유럽,Russia,러시아,Nyurba
Naypyidaw Airport,네피도 공항,NYT,VYNT,아시아태평양,Myanmar,미얀마,Naypyidaw
Nyaung U Airport,낭우 공항,NYU,VYBG,아시아태평양,Myanmar,미얀마,Bagan/Nyaung
Monywa Airport,모니와 공항,NYW,,아시아태평양,Myanmar,미얀마,Monywa
Manzhouli Xijiao Airport,만주리 시자오 공항,NZH,ZBMZ,아시아태평양,China,중국,Manzhouli
Zhalantun Chengjisihan Airport,잘란툰 청지시한 공항,NZL,,아시아태평양,China,중국,Zhalantun
Orange Airport,오렌지 공항,OAG,YORG,대양주,Australia,오스트레일리아,Orange
Bagram Airfield,바그람 비행장,OAI,OAIX,중동아프리카,Afghanistan,아프가니스탄,Bagram
Albert J. Ellis Airport,앨버트 J. 엘리스 공항,OAJ,KOAJ,북미캐나다,United States,미국,Jacksonville
Oakland International Airport,오클랜드 국제 공항,OAK,KOAK,북미캐나다,United States,미국,Oakland
Capital do Cafe Airport,캐피탈 두 카페 공항,OAL,SSKW,중남미,Brazil,브라질,Cacoal
Xoxocotlan International Airport,소소코틀란 국제공항,OAX,MMOX,중남미,Mexico,멕시코,Oaxaca
Oberpfaffenhofen Airport,오베르파펜호펜 공항,OBF,EDMO,유럽,Germany,독일,Oberpfaffenhofen
Oban Airport,오반 공항,OBN,EGEO,유럽,United Kingdom,영국,Oban
Tokachi Obihiro Airport,도카치 오비히로 공항,OBO,RJCB,아시아태평양,Japan,일본,Obihiro
Kobuk Airport,고북공항,OBU,PAOB,북미캐나다,United States,미국,Kobuk
Obo Airport,오보 공항,OBX,AYOB,아시아태평양,Papua New Guinea,파푸아뉴기니,Obo
Ocean Reef Club Airport,오션 리프 클럽 공항,OCA,,북미캐나다,United States,미국,Key Largo
Francisco de Orellana Airport,프란시스코 데 오렐라나 공항,OCC,SECO,중남미,Ecuador,에콰도르,Coca
Ocala International Airport,오칼라 국제공항,OCF,KOCF,북미캐나다,United States,미국,Ocala
Ian Fleming International Airport,이안 플레밍 국제 공항,OCJ,MKBS,중남미,Jamaica,자메이카,Ocho Rios
Boolgeeda Airport,불지다 공항,OCM,,대양주,Australia,오스트레일리아,Boolgeeda
Cordoba Airport,코르도바 공항,ODB,LEBA,유럽,Spain,스페인,Cordoba
Hans Christian Andersen Airport,한스 크리스티안 안데르센 공항,ODE,EKOD,유럽,Denmark,덴마크,Odense
Long Seridan Airport,롱세리단 공항,ODN,WBGI,아시아태평양,Malaysia,말레이시아,Long Seridan
Bodaybo Airport,보다이보 공항,ODO,UIKB,유럽,Russia,러시아,Bodaybo
Odesa International Airport,오데사 국제 공항,ODS,UKOO,유럽,Ukraine,우크라이나,Odesa
Oudomsay Airport,우돔사이 공항,ODY,VLOS,아시아태평양,Laos,라오스,Muang Xay
Oecusse Airport,오에쿠세 공항,OEC,WPOC,아시아태평양,Timor-Leste,동티모르,Oecussi
Oryol Yuzhny Airport,오룔 유즈니 공항,OEL,UUOR,유럽,Russia,러시아,Oryol
Ornskldsvik Airport,외른셸스비크 공항,OER,ESNO,유럽,Sweden,스웨덴,Ornskoldsvik
Offutt Air Force Base,오펏 공군기지,OFF,KOFF,북미캐나다,United States,미국,Omaha
Ouango Fitini Airport,우앙고 피티니 공항,OFI,DIOF,중동아프리카,Cote d'Ivoire,코트디부아르,Ouango Fitini
Ofu Airport,오푸 공항,OFU,NSAS,아시아태평양,American Samoa,아메리칸 사모아,Ofu Island
Ogden Hinckley Airport,오그덴 힝클리 공항,OGD,KOGD,북미캐나다,United States,미국,Ogden
Kahului Airport,카훌루이 공항,OGG,PHOG,북미캐나다,United States,미국,Kahului
Ogle Airport,오글 공항,OGL,SYGO,중남미,Guyana,가이아나,Georgetown
Ustupu Ogobsucum Airport,우스투푸 오고브수쿰 공항,OGM,,중남미,Panama,파나마,Ustupo
Yonaguni Airport,요나구니 공항,OGN,ROYN,아시아태평양,Japan,일본,Yonaguni
Ogdensburg International Airport,오그덴스버그 국제 공항,OGS,KOGS,북미캐나다,United States,미국,Ogdensburg
Ordu Giresun Airport,오르두 기레순 공항,OGU,LTCB,유럽,Turkey,터키,Ordu/Giresun
Ain Beida Airport,아인 베이다 공항,OGX,DAUU,중동아프리카,Algeria,알제리,Ouargla
Beslan Airport,베슬란 공항,OGZ,URMO,유럽,Russia,러시아,Vladikavkaz
"Ohrid ""St. Paul the Apostle"" Airport","오흐리드 ""성 바오로 사도"" 공항",OHD,LWOH,유럽,North Macedonia,마케도니아,Ohrid
Mohe Gulian Airport,모헤 굴리안 공항,OHE,,아시아태평양,China,중국,Mohe
Okha Airport,오카 공항,OHH,UHSH,유럽,Russia,러시아,Okha
Okhotsk Airport,오호츠크 공항,OHO,UHOO,유럽,Russia,러시아,Okhotsk
Sohar Airport,소하르 공항,OHS,,중동아프리카,Oman,오만,Sohar
Oshima Airport,오시마 공항,OIM,RJTO,아시아태평양,Japan,일본,oshima
Okushiri Airport,오쿠시리 공항,OIR,RJEO,아시아태평양,Japan,일본,Okushiri
Oita Airport,오이타 공항,OIT,RJFO,아시아태평양,Japan,일본,Oita
Naha Airport,나하 공항,OKA,ROAH,아시아태평양,Japan,일본,Okinawa
Will Rogers World Airport,윌 로저스 월드 공항,OKC,KOKC,북미캐나다,United States,미국,Oklahoma City
Okadama Airport,오카다마 공항,OKD,RJCO,아시아태평양,Japan,일본,Sapporo
Okinoerabu Airport,오키노에라부 공항,OKE,RJKB,아시아태평양,Japan,일본,Okinoerabujima
Oki Airport,오키 공항,OKI,RJNO,아시아태평양,Japan,일본,Oki Island
Okayama Airport,오카야마 공항,OKJ,RJOB,아시아태평양,Japan,일본,Okayama
Gunung Bintang Airport,구눙 빈탕 공항,OKL,WAJO,아시아태평양,Indonesia,인도네시아,Oksibil
Yorke Island Airport,요크 아일랜드 공항,OKR,YYKI,대양주,Australia,오스트레일리아,Yorke Island
orland Airport,외를란트 공항,OLA,ENOL,유럽,Norway,노르웨이,orland
Olbia Costa Smeralda Airport,올비아 코스타 스메랄다 공항,OLB,LIEO,유럽,Italy,이탈리아,Olbia
Senadora Eunice Michiles Airport,세나도라 유니스 미킬레스 공항,OLC,SDCG,중남미,Brazil,브라질,Sao Paulo de Olivenca
L. M. Clayton Airport,L. M. 클레이튼 공항,OLF,KOLF,북미캐나다,United States,미국,Wolf Point
Olpoi Airport,올포이 공항,OLJ,NVSZ,아시아태평양,Vanuatu,바누아투,Olpoi
Fuerte Olimpo Airport,푸에르테 올림포 공항,OLK,SGOL,중남미,Paraguay,파라과이,Fuerte Olimpo
Oyo Ollombo Airport,오요 올롬보 공항,OLL,,중동아프리카,Republic of the Congo,콩고,Oyo
Olympic Dam Airport,올림픽 댐 공항,OLP,YOLD,대양주,Australia,오스트레일리아,Olympic Dam
Olive Branch Airport,올리브 브랜치 공항,OLV,KOLV,북미캐나다,United States,미국,Olive Branch
Olkiombo Airstrip,올키옴보 활주로,OLX,,중동아프리카,Kenya,케냐,MaraIntrepid
Olyokminsk Airport,올료민스크 공항,OLZ,,유럽,Russia,러시아,Olyokminsk
Eppley Airfield,에플리 비행장,OMA,KOMA,북미캐나다,United States,미국,Omaha
Ormoc Airport,오르모크 공항,OMC,RPVO,아시아태평양,Philippines,필리핀,Ormoc
Oranjemund Airport,오랑제문트 공항,OMD,FYOG,중동아프리카,Namibia,나미비아,Oranjemund
Nome Airport,놈 공항,OME,PAOM,북미캐나다,United States,미국,Nome
Urmia Airport,우르미아 공항,OMH,OITR,중동아프리카,Iran,이란,Urmia
Marmul Airport,마르물 공항,OMM,OOMX,중동아프리카,Oman,오만,Marmul
Mostar Airport,모스타르 공항,OMO,LQMO,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Mostar
Oradea International Airport,오라데아 국제 공항,OMR,LROD,유럽,Romania,루마니아,Oradea
Omsk Tsentralny Airport,옴스크 첸트랄니 공항,OMS,UNOO,유럽,Russia,러시아,Omsk
Ononge Airport,오농게 공항,ONB,AYQQ,아시아태평양,Papua New Guinea,파푸아뉴기니,Ononge
Ondangwa Airport,온당와 공항,OND,FYOA,중동아프리카,Namibia,나미비아,Ondangwa
Mornington Island Airport,모닝턴 아일랜드 공항,ONG,YMTI,대양주,Australia,오스트레일리아,Mornington Island
Odate Noshiro Airport,오다테 노시로 공항,ONJ,RJSR,아시아태평양,Japan,일본,odate-Noshiro
Olenyok Airport,올레뇽 공항,ONK,,유럽,Russia,러시아,Olenyok
O'Neill Municipal Airport,오닐 뮤니시펄 공항,ONL,,북미캐나다,United States,미국,O'Neill
Newport Municipal Airport,뉴포트 공항,ONP,,북미캐나다,United States,미국,Newport
Zonguldak Airport,존굴다크 공항,ONQ,LTAS,유럽,Turkey,터키,Zonguldak
Onslow Airport,온슬로 공항,ONS,YOLW,대양주,Australia,오스트레일리아,Onslow
Ontario International Airport,온타리오 국제 공항,ONT,KONT,북미캐나다,United States,미국,Ontario
Enrique Adolfo Jimenez Airport,엔리케 아돌포 히메네스 공항,ONX,MPEJ,중남미,Panama,파나마,Colon
Toksook Bay Airport,톡숙베이 공항,OOK,PAOO,북미캐나다,United States,미국,Toksook Bay
Gold Coast Airport,골드코스트 공항,OOL,YBCG,대양주,Australia,오스트레일리아,Gold Coast
Cooma Snowy Mountains Airport,쿠마 스노위 마운틴 공항,OOM,YCOM,대양주,Australia,오스트레일리아,Cooma
Onotoa Airport,오토아 공항,OOT,NGON,아시아태평양,Kiribati,키리바시,Onotoa
Miami Opa Locka Executive Airport,마이애미 오파 로카 이그제큐티브 공항,OPF,KOPF,북미캐나다,United States,미국,Miami
Francisco de Sa Carneiro Airport,프란시스코 데 사 카르네이루 공항,OPO,LPPR,유럽,Portugal,포르투갈,Porto
Presidente Joao Figueiredo Airport,프레지덴테 주앙 피게이레도 공항,OPS,SWSI,중남미,Brazil,브라질,Sinop
Balimo Airport,발리모 공항,OPU,AYBM,아시아태평양,Papua New Guinea,파푸아뉴기니,Balimo
Oran Airport,오란 공항,ORA,SASO,중남미,Argentina,아르헨티나,Oran
Orebro Airport,외레브로 공항,ORB,ESOE,유럽,Sweden,스웨덴,Orebro
O'Hare International Airport,오헤어 국제공항,ORD,KORD,북미캐나다,United States,미국,Chicago
Norfolk International Airport,노퍽 국제 공항,ORF,KORF,북미캐나다,United States,미국,Norfolk
Zorg en Hoop Airport,조르그 앙 후프 공항,ORG,SMZO,중남미,Suriname,수리남,Paramaribo
Worcester Regional Airport,우스터 공항,ORH,KORH,북미캐나다,United States,미국,Worcester
Port Lions Airport,포트 라이언스 공항,ORI,,북미캐나다,United States,미국,Port Lions
Cork Airport,코크 공항,ORK,EICK,유럽,Ireland,아일랜드,Cork
Orlando Executive Airport,올랜도 이그제큐티브 공항,ORL,KORL,북미캐나다,United States,미국,Orlando
Oran Es Senia Airport,오란 에스 세니아 공항,ORN,DAOO,중동아프리카,Algeria,알제리,Oran
Northway Airport,노스웨이 공항,ORT,PAOR,북미캐나다,United States,미국,Northway
Juan Mendoza Airport,후안 멘도사 공항,ORU,SLOR,중남미,Bolivia,볼리비아,Oruro
Robert Curtis Memorial Airport,로버트 ,ORV,PFNO,북미캐나다,United States,미국,Noorvik
Orly Airport,오를리 공항,ORY,LFPO,유럽,France,프랑스,Paris
Orange Walk Airport,오렌지 워크 공항,ORZ,,중남미,Belize,벨리즈,OrangeWalk
Oscoda Wurtsmith Airport,오스코다 워트스미스 공항,OSC,KOSC,북미캐나다,United States,미국,Oscoda
are Ostersund Airport,아레 외스테르순드 공항,OSD,ESNZ,유럽,Sweden,스웨덴,Ostersund
Ostafyevo International Airport,오스타피예보 국제공항,OSF,,유럽,Russia,러시아,Moscow-Podolsk
Wittman Regional Airport,위트먼 공항,OSH,KOSH,북미캐나다,United States,미국,Oshkosh
Osijek Airport,오시예크 공항,OSI,LDOS,유럽,Croatia,크로아티아,Osijek
Oskarshamn Airport,오스카르스함 공항,OSK,ESMO,유럽,Sweden,스웨덴,Oskarshamn
Oslo Airport Gardermoen,오슬로 공항 가르데르모엔,OSL,ENGM,유럽,Norway,노르웨이,Oslo
Mosul International Airport,모술 국제공항,OSM,ORBM,중동아프리카,Iraq,이라크,Mosul
Osborne Mine Airport,오스본 광산 공항,OSO,YOSB,대양주,Australia,오스트레일리아,Osborne Mine
Leos Janacek AirportOstrava,오스트라바 레오슈 야나첵 공항,OSR,LKMT,유럽,Czechia,체코,Ostrava
Osh Airport,오쉬 공항,OSS,UCFO,아시아태평양,Kyrgyzstan,키르기스스탄,Osh
Ostend Bruges International Airport,오스스텐드 브뤼헤 국제공항,OST,EBOS,유럽,Belgium,벨기에,Ostend-Bruges
Ohio State University Airport,오하이오 주립대학교 공항,OSU,KOSU,북미캐나다,United States,미국,Columbus
Orsk Airport,오르스크 공항,OSW,UWOR,유럽,Russia,러시아,Orsk
Namsos Airport Hoknesora,남소스 공항,OSY,ENNM,유럽,Norway,노르웨이,Namsos
Contadora Airport,콘타도라 공항,OTD,,중남미,Panama,파나마,Contadora Island
Southwest Oregon Regional Airport,사우스웨스트 오리건 공항,OTH,KOTH,북미캐나다,United States,미국,North Bend
Pitu Airport,피투 공항,OTI,WAMR,아시아태평양,Indonesia,인도네시아,Morotai Island
Henri Coanda International Airport,앙리 코안더 국제공항,OTP,LROP,유럽,Romania,루마니아,Bucharest
Coto 47 Airport,코토 47 공항,OTR,MRCC,중남미,Costa Rica,코스타리카,Coto 47
